PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Deacon Jones,471,6645,USDA,domestica,dessert,United States,new,1892,NA,NA,NA,NA,NA,9.27096778532419,15.3463147372647,309.681396325251,279.018320959762,14.193744013253,8.00885924190561,152.818964243605,2.00633674501275,1.50182221741137,157.316116889042,NA,NA,NA,NA,NA,2.7872,11.8,167.878,5.1288,4.23363949483353,9.79998234585791,4.75015264423264,274.818926087841,9.16595542308682,223.100816506576,1.87572201966267,-41.3239908535559,20.4083801741482,-24.7524044829967,-44.0451129940934,125.707191708231,NA,NA,121.777556948039
Dekkers Glorie,375,161402,USDA,domestica,dessert,Netherlands,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.409220827009,2.06774187781493,NA,NA,NA,NA,NA,NA,NA,1.5946,8.3,71.656,4.5548,5.20506710146745,10.7564750324172,4.16017234162033,254.651147209945,8.51157743398234,117.860405226211,2.76829088207359,-61.6698571824328,-22.837175050507,-39.202652610544,-46.4870050783415,88.0245726767193,NA,NA,100.683281923823
Del Cirio,542,128376,USDA,domestica,dessert,Spain,old,NA,3.4036,12.7,102.112,6.6597,3.73134328358209,3.40575142607109,5.27805461842727,310.296335961295,112.200900290467,10.8747096949555,9.48667760372097,152.306377018404,2.99637253115315,3.27190668903506,158.076313530456,-0.0631703786312992,16.7847267306014,-8.99181759179182,-29.7994484666807,14.0418611596324,NA,NA,NA,NA,NA,9.89726064487439,5.48867068106635,273.736272670345,11.7821551507865,133.18470890463,1.81025945183653,NA,NA,NA,NA,NA,5.70890051236688,5.63969019067825,121.615184140429
Delicious,164,21272,USDA,domestica,dessert,United States,new,1895,2.01,12.6,118.812,5.5277,6.26865671641791,2.57355355122814,11.9500660444598,303.326772784727,142.166545706799,11.0518669545271,7.7451732493474,152.793922477533,1.55839530683823,4.18527588645207,150.57912248684,-21.8978754477133,14.0078871003668,-16.4275959514166,-28.6303892496432,49.7788171315024,NA,NA,NA,NA,NA,10.0726552234847,3.84950346936505,281.906642459403,8.53185189831529,210.635112771774,2.65975589051034,NA,NA,NA,NA,NA,5.86826469560484,5.92240115953888,129.044149796728
Delikates,449,24826,USDA,domestica,dessert,South Africa,new,NA,NA,NA,NA,NA,NA,4.9945018928077,14.7780546184273,267.409448454541,185.766214907378,11.9295623259579,5.59280219945628,152.342496239572,1.01544414546657,2.4485911911272,114.923249817381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94673062323189,6.50180787124062,239.279205774142,8.10363368250791,126.274100182023,1.43842841546359,NA,NA,NA,NA,NA,2.59617506371443,3.44314926086852,87.2012079989167
Democrat,382,9223,USDA,domestica,dessert,Australia,new,NA,4.6096,13.5,139.929,6.2736,2.92867060048594,5.18291375370918,15.2463147372647,304.381208036337,171.883802788494,11.7142763301537,9.07316169563736,151.647332023182,1.06774187699406,2.21763023160217,152.526383385749,-11.061610919126,15.2439947591954,-18.5909331013667,-30.8554150091194,32.0630715955773,4.8374,13.5,172.958,7.5672,2.79075536445198,11.4111601870159,6.5925221614209,281.888845606556,10.0545043211049,184.708949283917,1.71650392691058,-26.6229239499836,18.305236091251,-6.36187327656473,-24.7382092808288,62.5836865677827,4.4873522304143,5.84588502756265,129.952330625814
Dermen Black Stayman,407,10440,USDA,domestica,dessert,United States,new,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.717947054131,1.93771544303939,NA,NA,NA,NA,NA,NA,NA,7.3566,16.3,248.9075,5.07775,2.21569746893946,11.2581908715141,8.62509397830981,281.312683695199,9.6520018165081,211.661853195967,1.32837694512012,-14.7070163119357,44.7834753027938,17.5967687335465,-47.391742184348,66.797344464534,NA,NA,127.393351168681
Devonshire Quarrenden,430,18245,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.930159232927,1.07186498864562,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.63,3.9705,NA,10.9517944905422,5.50184460885809,229.460916204599,7.1810627907483,128.205328385379,2.01416782657638,NA,NA,-5.908746914643,-44.7087413702136,NA,NA,NA,80.9407721523955
Diana,552,6285,USDA,domestica,dessert,Canada,new,1913,NA,NA,NA,NA,NA,7.76353585019735,13.7780546184273,260.685241374464,133.202009842545,9.96320488290401,3.93250734873798,150.863846108735,0.991741640016172,1.25491504065382,108.681946416388,NA,NA,NA,NA,NA,7.638,11.35,143.585,3.6701,1.48599109714585,11.962533432098,11.4219041441105,246.324182823923,6.13226618559655,155.005908717685,1.06962724968253,-33.1284880031286,-5.12043235302018,-7.36804732939961,-40.1509998274321,38.9260695804916,2.01716157924615,1.93211959908447,95.3074306343522
Directeur Lesage,393,18305,USDA,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.260775034928,1.0054798488442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4321957203984,9.18921598673311,243.640503604202,5.62776809283445,132.175888288464,1.24057643847724,NA,NA,NA,NA,NA,NA,NA,91.6331697458257
Djulabia,184,200180,USDA,domestica,NA,Serbia,old,NA,3.1088,13.1,114.623,3.9261,4.21384457025219,3.71264191840315,11.9780546184273,312.592119609951,171.696650938468,13.031937072171,6.08532349292304,155.426088664795,1.99647689391939,3.6842043393931,158.517602675147,-16.2644804339997,0.522277904290557,-33.2409808965475,-35.4824767398828,14.3759732649991,3.3232,12.8,NA,NA,3.85170919595571,11.7686036316621,5.64108423914382,275.096343614036,9.19754606254246,167.330833506206,2.09027098370353,-41.0893392277301,8.76396555291442,NA,NA,84.2684142862316,4.63554914598701,4.58828912298787,119.611342887326
Domaine,196,151024,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.902283798909,1.54574342450101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8417738202017,2.86075264423264,282.325168480482,10.7553590296655,86.2042798171855,5.11551619944867,NA,NA,NA,NA,NA,NA,NA,NA
Doucet Rouge,521,139523,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,1.88542089844316,16.7463147372647,311.734245685366,99.2676611124597,12.6603334681413,7.10014456487535,154.221710446218,2.01458716543441,6.60671868137,157.763551389493,NA,NA,NA,NA,NA,2.0636,11.8,135.336,5.0754,5.71816243458035,11.6154034714326,2.37987632889539,281.40308254621,8.08976766290248,134.191369760583,4.2814515382245,-13.2896119456001,1.58923905675257,0.852983497716134,-37.2614862195062,33.5566310520858,6.04430154800436,7.03553014548371,127.348819293391
Doux Normandie,504,18829,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,1.00208830196039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doux Tardif,467,140132,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,2.6945018928077,15.0856725701306,295.572719939466,127.539058640207,12.6184512148468,8.06311303460567,157.20722059335,1.97845993688264,5.02201711705313,138.344849361743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drap d'Or Guemene,536,134022,USDA,domestica,NA,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.17062134417,1.50141769195356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dubbele Zoete Aagt,400,21992,USDA,domestica,dessert,Netherlands,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.081179869937,0.941380195957013,NA,NA,NA,NA,NA,NA,NA,2.6532,12.8,172.1,5.93625,4.82436303331826,10.9586748406142,2.39396225367154,253.894845829328,8.70580252015658,173.879574713375,4.7697692007009,10.8288151131404,16.8024435998559,-1.02345241889882,-31.8127193184571,1.14458017401215,NA,NA,96.9631754809046
Duchess,515,2791,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.984358184482,1.02074048866834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.745462080596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8927941272393
Dudley,369,21961,USDA,domestica,dessert,United States,new,1891,NA,NA,NA,NA,NA,6.1945018928077,12.9780546184273,274.409448454541,189.666214907378,11.428173437069,6.11413553278961,154.342496239572,1.04411351222937,1.86548933927534,119.923249817381,NA,NA,NA,NA,NA,5.9362,13.5,248.298,3.938,2.27418213672046,13.1467306232319,9.74460787124062,253.279205774142,7.08943368250791,234.124100182023,1.28416375324841,-39.0822075301811,2.68712721734657,6.05401144391257,-44.4525447820126,77.0944033397382,NA,NA,99.2012079989167
Dufflin,410,152070,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.864195603347,2.48878431887803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dukat,540,254290,USDA,domestica,dessert,Czech Republic,old,1965,4.5426,12.5,120.09,6.1955,2.75172808523753,3.72700512447092,15.1856725701306,290.303775771216,147.900823202573,11.860931320728,8.12791754159528,153.902283798909,1.01652880201592,3.43011124824143,136.653584176428,21.8833848704423,5.38801433033486,-18.8036973698799,-23.7750633136468,-19.7772933269059,4.0066,13.4,154.17,7.2064,3.34448160535117,11.646342263012,5.68727901911314,260.466259419763,10.3449529930935,167.107267481273,2.04302384222428,-29.5515485254884,15.0575837235825,-7.74189397999871,-30.338977810618,63.7025244751901,2.30753394933933,1.94705294451257,106.369416628548
Dunkerton Late Sweet,528,18820,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,1.41818963284997,14.8898259852565,306.097093897313,141.130795393906,13.7887392694234,10.4362364886517,153.866512310701,1.97353108672482,8.67375053284732,152.535857653574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76922939703082,3.67089128307925,NA
Dunning,563,7794,USDA,domestica,dessert,United States,new,1938,NA,NA,NA,NA,NA,1.27096778532419,6.11218467784598,254.513963111586,134.365718426969,12.2829829511642,6.08230123570522,152.905621777249,1.53227374232672,8.09831344548152,101.48039052396,NA,NA,NA,NA,NA,NA,9.9,79.576,3.7664,NA,11.7417738202017,1.41355264423264,240.325168480482,6.79570902966554,102.681779817185,7.93831446285213,NA,-15.6856523418372,-22.5023172156955,-44.5767912728693,NA,NA,NA,88.1617627273972
Earliblaze,432,19132,USDA,domestica,cider,United States,new,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0191756813,1.50048945229385,NA,NA,NA,NA,NA,NA,NA,5.36,10.5,176.46,6.1264,1.9589552238806,10.9395680330214,5.98669924666005,253.729911580558,7.95923755427987,135.883684806088,1.86867969568612,-10.4681932537313,-4.0181479898891,29.8610648157034,-23.0278031253673,4.83097924180814,NA,NA,102.695418994442
Early Banta,419,13765,USDA,domestica,dessert,United States,new,NA,3.417,14.1,178.648,6.5744,4.12642669007902,4.15081770687268,14.4145327317659,274.917603882554,174.967307951751,12.4275119848081,6.05548912681429,153.893383634903,0.957664807377942,3.00188147637651,121.041631269438,-17.6788709766191,13.4579473126754,2.10364558461629,8.56926438671852,37.4613462440868,3.5912,10.6,140.228,4.054,2.95165961238583,10.9639168467058,5.96212708784655,250.613008652078,7.29518914056811,180.232555059416,1.86931608204655,-39.7664634267785,-3.31922297290263,-22.1960760897097,-44.4291310083251,57.9005092148096,4.39112517358226,4.69111145853331,96.693267247351
Early Bird Red,376,19463,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.201863537947,0.965155954350703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1320833433801,8.62278926515022,226.182748316505,2.69017724232472,121.755984412342,1.14672901857778,NA,NA,NA,NA,NA,NA,NA,76.2342441899492
Early Harvest,417,7063,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,225.685241374464,87.702009842545,5.30764932734846,4.41293592016655,151.907248009771,1.91067743356041,NA,73.6819464163881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early Joe,495,8407,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,2.69303411224663,7.39631473726467,257.618668997738,81.7201097035942,10.0492073970691,5.22621442470079,153.780508708767,1.53907251036082,3.70370010080511,104.206868198293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edelborsdorfer,412,24660,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.04918101446,2.94932831696548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eden,230,NA,Kentville,domestica,dessert,Canada,new,2006,6.097,12.1,152.169,5.0348,1.98458258159751,6.74180485186367,17.0645327317659,290.566014044656,160.719361812536,11.6350627649342,6.51189525215569,150.858231771164,0.997313695925491,1.78234347834949,139.741938219549,-9.56427642199438,3.99600109134803,-5.32005709586451,-22.6830315132406,11.3468086092643,7.2226,10.6,124.92,6.4992,1.46761554011021,11.3060237143411,11.6532902393235,247.531706995285,8.55455879529576,146.152872576712,1.04035898687541,-38.0209378495726,-6.24466861364837,-14.5278516955371,-24.0264734217038,41.0681849846861,2.03064098962273,1.80335837018898,96.6603322684193
Egremont Russet,99,198141,Kentville,domestica,dessert,United Kingdom,old,1872,9.0986,16,106.034,7.0513,1.75851229859539,8.41189775981512,11.112184677846,310.319635691988,131.182263582833,14.5736225716238,10.4055953501894,154.045301388624,1.49461892377856,1.72173193759201,156.028257490559,8.16346393872447,9.78739103037765,-19.1704754103084,-32.2354967428975,2.13624201307554,10.8942,16.4,195.08,5.8898,1.50538818821024,13.3785886458172,13.963414486564,288.864125513346,10.431638346284,159.759574788884,1.03401347739443,-21.9804009221189,22.5839319390946,22.1084872426523,-43.539070235328,45.5869020202337,NA,NA,134.755291010394
Eickhoff,844,227548,USDA,domestica,dessert,Zimbabwe,new,NA,3.7654,11.2,105.689,5.4289,2.97445158548893,5.46353585019735,5.31947361453579,288.567685642034,125.006372401809,11.472918892523,6.33587810735225,153.933026941877,0.992817740953229,2.06053740183174,134.320838197899,-31.0812612337121,-2.37880956955831,-15.4531101340314,-14.3149551172675,44.3531955714444,NA,6.8,174.912,6.1184,NA,13.0780746372265,8.9597972328766,267.81796487789,8.5977050963156,217.294847367921,1.56064920216822,NA,-48.0045787424708,-19.5047640941798,-28.836824112263,NA,5.030851330263,5.61359904800465,113.82310112782
Ein Shemer,212,208690,USDA,domestica,dessert,Israel,old,1963,6.767,12.9,121.148571428571,3.058,1.90631003398847,6.16353585019735,8.63923947827527,281.793148967744,131.325997065901,11.8854271051262,3.66222705526845,153.996567316324,1.44414580194713,1.91029790915142,127.505728518383,9.79087595934609,8.53627628102834,-7.74974176074432,-16.4988966044367,-0.208756715057158,NA,NA,NA,NA,NA,12.0859198484698,9.59361798139568,246.930978535262,10.9045764646281,96.9421894857053,1.3163758658966,NA,NA,NA,NA,NA,2.20144579373034,2.47455831953221,92.820436151138
Ellis Bitter,741,18721,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.685783979174,1.50549994405353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellison's Orange,715,18199,USDA,domestica,dessert,United Kingdom,old,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.799321688874,1.03008705950414,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.714,6.0686,NA,11.0432238791882,5.81566713858328,240.698466878071,9.18217743398234,97.9109741972695,1.89931389974034,NA,NA,-37.9906077967579,-33.9089225444424,NA,NA,NA,86.7638922893692
Elstar,67,17171,Kentville,domestica,dessert,Netherlands,old,1972,7.8457,14.75,124.6795,4.76855,1.86837788596935,6.68550868357801,13.6232825903875,301.324096537927,160.832167405179,13.48223131082,5.86189963728352,153.750652448706,1.99464559207608,2.05562980665875,146.777311238605,17.3538225935123,9.40325573677532,-22.4785053813898,-18.6517972830765,-9.10922385357712,6.6196,12.5,165.902,3.9388,1.888331621246,12.0355511453116,8.43137673913673,263.444436419849,7.23367990372709,155.016912852275,1.54894211922489,-21.4885041339314,3.85897454201192,7.02187067684546,-45.5491526799442,21.9110512787234,2.19363743661358,2.98483726157638,109.780198556378
Emilia,137,132355,USDA,domestica,dessert,Canada,new,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.61231424506,2.07186498810655,NA,NA,NA,NA,NA,NA,NA,7.3298,15,95.132,6.0724,2.04644055772327,11.828473684759,6.3828244014358,281.795115940996,8.97367258840315,90.9155678975879,1.80934444481168,14.8363097432412,26.8126421021464,4.63774488783011,-32.3309387524626,13.1039788245663,NA,NA,124.733555269767
Empire,171,3692,USDA,domestica,dessert,United States,new,1966,2.8676,11,111.028,4.451,3.83596038499093,4.20393810350009,18.04277710777,305.869236329289,121.440081297765,11.9994659941237,6.28178628421943,153.197659441481,1.72185545394875,2.90224003275484,151.760654865483,-31.7877682924848,-8.32925394024327,-8.57384249623079,-29.1443580119651,32.1724027543577,4.5292,11.3,95.708,5.5572,2.49492184050163,11.3379233664795,8.10130570039698,275.094354701946,8.79451912937376,145.230789992249,1.37030837915083,-44.0929626963952,-0.334482473145114,-34.0993738276105,-36.8106440130546,82.070100311852,1.53894552524343,1.4611256628153,121.735396353967
Enterprise,3,25048,Kentville,hybrid,dessert,United States,new,1993,5.494,13.9,167.911,6.0363,2.5300327630142,6.82700512447091,15.7856725701306,304.303775771216,202.500823202573,13.1498202096169,7.40091754159528,153.984138188156,1.05254219322643,1.96852251018211,150.653584176428,-19.5254742038035,5.70486727897975,-17.0813247351448,-18.4384913617229,28.5244517107475,9.112,14.15,232.495,5.9456,1.59690332607249,11.7105014560035,11.7774459449783,271.788077769901,9.72131276717099,231.547154832361,0.987103292535101,-22.6317824546229,20.8317171827503,0.409352975347608,-38.8395359515808,61.7767196350128,3.35427967970428,2.86636613237064,117.861319155736
Erickson,756,24786,USDA,domestica,dessert,United States,new,1923,NA,NA,NA,NA,NA,5.20964363813423,11.5642394782753,250.576458469048,216.411243794183,11.141179511152,4.99905351919582,151.328362020461,0.99344480264763,2.14195618313847,98.3854653778061,NA,NA,NA,NA,NA,4.0602,11.5,NA,NA,2.83237278951776,11.8030223621775,5.37186184473585,249.779414216138,4.62261329263703,255.711734501103,2.2359127917851,-24.4172669113077,-2.56732854415771,NA,NA,26.6763533856998,6.11722907456015,6.31798030652462,98.5538747478714
Ermak,827,287719,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.170977452432,1.26934474631345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4629028182683,6.55646177303571,240.719790183694,5.40464177751947,89.2720711928366,2.21116587353357,NA,NA,NA,NA,NA,NA,NA,86.7981726133651
Ernst Bosch,840,12678,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.97675338119,1.01893930529259,NA,NA,NA,NA,NA,NA,NA,3.6582,9.8,62.815,5.73275,2.67891312667432,11.1150856539876,9.11236275119431,239.755317679988,9.53830116296566,84.7210927790423,1.24554937367416,-59.8545393781592,-11.8315386397027,-25.856716504088,-39.8975781739988,115.078838566791,NA,NA,89.7233854589539
Erwin Bauer,843,7315,USDA,domestica,dessert,Germany,old,1955,NA,NA,NA,NA,NA,6.08291375370918,14.9608926106443,261.401688652356,166.755064383486,11.2698318857093,5.80778718336755,152.116778275501,1.57113342455785,1.78399558000141,108.888961519334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurika,877,17995,USDA,domestica,NA,Ukraine,old,NA,NA,NA,NA,NA,NA,7.08476503367898,9.74631473726467,301.617090139369,197.111788761172,13.502345353312,7.68158686856353,153.001178340919,1.07186498796564,1.84754200844779,147.218468268541,NA,NA,NA,NA,NA,6.1841,12,178.605,6.2513,1.98429639966236,11.3657624817469,8.72394917806821,267.743622753123,10.2107127907483,182.769250030474,1.24228063604485,-29.1135256089447,5.58024610554433,-2.27841938935554,-38.7770459505612,59.7301239420366,NA,NA,114.837163711081
Euzia,855,134822,USDA,domestica,NA,Switzerland,old,NA,NA,NA,NA,NA,NA,4.77096778532419,20.5463147372647,267.681396325251,237.018320959762,11.3604106799196,5.57285924190561,151.911940718899,2.31923947963337,2.27831344548153,115.316116889042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evangeline,326,NA,Kentville,domestica,dessert,Canada,new,2008,NA,NA,NA,NA,NA,3.3623420687773,13.0780546184273,304.346529897922,160.613115894175,14.2833330001867,6.64574322950482,153.956757359921,1.03907251050172,4.01074005825279,150.644664158878,NA,NA,NA,NA,NA,3.1021,13.4,143.137,5.5586,4.31983579025937,12.2347193525675,5.39576969716115,271.150448046334,7.60435187473798,149.570242065179,2.05027181901329,-42.5086656009041,9.52437578544016,-4.30115106879051,-26.9023831147802,110.695759957249,4.70156016427913,4.41684599532458,117.108126399961
